Full Text,Author,Creation Time,Hashtags,text,is_road_closure
"Sunday brunch at the crib. Avocado, 3 minute egg, thyme, truffle honey. Food by moi, The Street Is Watching photography book by Drago #boom #fire … https://www.instagram.com/p/Bqnf5j8HA4VOlTUVlEkdPomw1UC6I3avaFI8Es0/?utm_source=ig_twitter_share&igshid=4p3bdvxbaz21 …",ChachiSenior,Sun Nov 25 20:44:02 +0000 2018,#boom #fire,sunday brunch at the crib avocado 3 minute egg thyme truffle honey food by moi the street is watching photography book by drago #boom #fire http www instagram com p bqnf5j8ha4voltuvlekdpomw1uc6i3avafi8es0 utm source ig twitter share igshid 4p3bdvxbaz21,0
"Want to get a close up of the fires in LA. #tourlife @Los Angeles, California https://www.instagram.com/p/BqnfJishJu7/?utm_source=ig_twitter_share&igshid=1tr3xtofzvk8p …",AponEnt,Sun Nov 25 20:37:28 +0000 2018,#tourlife,want to get a close up of the fire in la #tourlife angeles california http www instagram com p bqnfjishju7 utm source ig twitter share igshid 1tr3xtofzvk8p,0
Drinking The Fall of Troy by @belchingbeaver @Allstar Fire Equipment — http://untp.beer/s/c680695640,RandomLx,Sun Nov 25 20:22:59 +0000 2018,,drinking the fall of troy by fire equipment http untp beer s c680695640,0
Posting fire memes and fire food lol is my forte . . . . . . . . . . . . #foodie #foodblogger #fire #memes #love #funny #love #steak #asparagus #filet #delicious #grammar #idothis #iger… https://www.instagram.com/p/BqnY_XrhJRi/?utm_source=ig_twitter_share&igshid=1bo9k2z9z2vlj …,Tremont_Turner,Sun Nov 25 19:43:40 +0000 2018,#foodie #foodblogger #fire #memes #love #funny #love #steak #asparagus #filet #delicious #grammar #idothis #iger,posting fire meme and fire food lol is my forte #foodie #foodblogger #fire #memes #love #funny #love #steak #asparagus #filet #delicious #grammar #idothis #iger http www instagram com p bqny xrhjri utm source ig twitter share igshid 1bo9k2z9z2vlj,0
"Reminder of the fire @Westlake Village, California https://www.instagram.com/p/BqnYT7CDfnJfpNqhQvsJFDOrCGYEoAycim_fGo0/?utm_source=ig_twitter_share&igshid=11xaid1c7ev9v …",imariohernandez,Sun Nov 25 19:37:45 +0000 2018,,reminder of the fire village california http www instagram com p bqnyt7cdfnjfpnqhqvsjfdorcgyeoaycim fgo0 utm source ig twitter share igshid 11xaid1c7ev9v,0
We just met Grunder. His previous owners perished in the Paradise fire and he has just been adopted by a local man. The shelters are full of pets like him. Please adopt! #paradise… https://www.instagram.com/p/BqnUuWBhnmb/?utm_source=ig_twitter_share&igshid=uiyhvoik307a …,hungrydawgz,Sun Nov 25 19:06:24 +0000 2018,#paradise,we just met grunder his previous owner perished in the paradise fire and he ha just been adopted by a local man the shelter are full of pet like him please adopt #paradise http www instagram com p bqnuuwbhnmb utm source ig twitter share igshid uiyhvoik307a,0
The 45th Anniversary of the Wailers-Catch A Fire got reissued in the 1973 zippo lighter packaging. We have a scant few left that can be bought in store or at http://www.ProgrammeHQ.com @… https://www.instagram.com/p/BqnPWFpn5pY/?utm_source=ig_twitter_share&igshid=22qtmhtnyzus …,programmehq,Sun Nov 25 18:19:23 +0000 2018,,the 45th anniversary of the wailer catch a fire got reissued in the 1973 zippo lighter packaging we have a scant few left that can be bought in store or at http www programmehq com http www instagram com p bqnpwfpn5py utm source ig twitter share igshid 22qtmhtnyzus,0
"Sunset over Northridge contrasted with the fire pit post-sunset. #latergram #muchlatergram #lasunset #celebration #beautifulnight @Northridge, California https://www.instagram.com/p/BqnKdN7AJrT/?utm_source=ig_twitter_share&igshid=19ha2u844yisg …",asthegirlturns,Sun Nov 25 17:36:40 +0000 2018,#latergram #muchlatergram #lasunset #celebration #beautifulnight,sunset over northridge contrasted with the fire pit post sunset #latergram #muchlatergram #lasunset #celebration #beautifulnight california http www instagram com p bqnkdn7ajrt utm source ig twitter share igshid 19ha2u844yisg,0
"!! sigalert !! car fire in the two right lanes in #Westminster on I-405 SB before Westminster Ave, stopped traffic back to Bolsa Chica Rd",TotalTrafficLA,Sun Nov 25 17:14:31 +0000 2018,#Westminster,sigalert car fire in the two right lane in #westminster on i 405 sb before westminster ave stopped traffic back to bolsa chica rd,0
"Making cookies in front of the fire in LA yesterday, our annual tradition with the grandkids. You make due when you don’t have a real fire! #youtubefire #christmascookies #honeylebkucken… https://www.instagram.com/p/BqnFs_3nh3B/?utm_source=ig_twitter_share&igshid=1jyln2nzjajux …",Carlsbadhomes,Sun Nov 25 16:55:09 +0000 2018,#youtubefire #christmascookies #honeylebkucken,making cooky in front of the fire in la yesterday our annual tradition with the grandkids you make due when you don t have a real fire #youtubefire #christmascookies #honeylebkucken http www instagram com p bqnfs 3nh3b utm source ig twitter share igshid 1jyln2nzjajux,0
Epic first ride to LA Forest Fire Department Camp 9 with the SCV Pedaling Posse and #teamcbs 55 miles 4200 ft climbing Thank you #firstresponders @Los Angeles Cnty Fire Department https://www.instagram.com/p/BqmACO7DwWh/?utm_source=ig_twitter_share&igshid=1lr2ldbfsy6vg …,OttoPetersen,Sun Nov 25 06:46:22 +0000 2018,#teamcbs #firstresponders,epic first ride to la forest fire department camp 9 with the scv pedaling posse and #teamcbs 55 mile 4200 ft climbing thank you #firstresponders angeles cnty fire department http www instagram com p bqmaco7dwwh utm source ig twitter share igshid 1lr2ldbfsy6vg,0
One of the fires is thankfully contained but the struggle for those who lost homes and loved ones is far from over. It’s a devastating and tragic scene. Hope is also present thanks to… https://www.instagram.com/p/Bql1_mVhSDD/?utm_source=ig_twitter_share&igshid=uvmhjy2ztekd …,milesadcox,Sun Nov 25 05:18:42 +0000 2018,,one of the fire is thankfully contained but the struggle for those who lost home and loved one is far from over it s a devastating and tragic scene hope is also present thanks to http www instagram com p bql1 mvhsdd utm source ig twitter share igshid uvmhjy2ztekd,0
"""No More Home Park"" this picture is of the entrance to what used to be a picturesque mobile home park perched atop a bluff overlooking the bay. #MalibuStrong #WoolseyFire #malibu #fire pic.twitter.com/lbv89reZHR",FroemmingAndrew,Sun Nov 25 03:45:13 +0000 2018,#MalibuStrong #WoolseyFire #malibu #fire,no more home park this picture is of the entrance to what used to be a picturesque mobile home park perched atop a bluff overlooking the bay #malibustrong #woolseyfire #malibu #fire pic twitter com lbv89rezhr,0
"Thankgiving Sunset 2018 Dust-Chem-Fire @Hermosa Beach, California https://www.instagram.com/p/BqljPcbhhKm/?utm_source=ig_twitter_share&igshid=iitgnfi3giid …",1Munder,Sun Nov 25 02:37:01 +0000 2018,,thankgiving sunset 2018 dust chem fire beach california http www instagram com p bqljpcbhhkm utm source ig twitter share igshid iitgnfi3giid,0
"Sunset Thanksgiving 2018 chem-dust-fire @Hermosa Beach, California https://www.instagram.com/p/BqljJvjhjPq/?utm_source=ig_twitter_share&igshid=n60klptbi7ki …",1Munder,Sun Nov 25 02:34:33 +0000 2018,,sunset thanksgiving 2018 chem dust fire beach california http www instagram com p bqljjvjhjpq utm source ig twitter share igshid n60klptbi7ki,0
How to Fire Multiple Kicks What other kicks do you like? Follow @RonScolesdang •••••••••••••••••••••••••••••• #roundhousekick #highkick #mma #mmatraining #muaythAi… https://www.instagram.com/p/BqlgUI8gznY/?utm_source=ig_twitter_share&igshid=1lsqcxzep88yw …,RonScolesdang,Sun Nov 25 02:14:23 +0000 2018,#roundhousekick #highkick #mma #mmatraining #muaythAi,how to fire multiple kick what other kick do you like follow #roundhousekick #highkick #mma #mmatraining #muaythai http www instagram com p bqlgui8gzny utm source ig twitter share igshid 1lsqcxzep88yw,0
"Well yesterday was fun! Got a new tv and embarked on quite an adventure mounting it. Long story short, if you want to hide wires, ALWAYS check for a fire block and just try to get the top… https://www.instagram.com/p/BqlcMezg9c1/?utm_source=ig_twitter_share&igshid=1jodbzourdfze …",edanduarte,Sun Nov 25 01:33:11 +0000 2018,,well yesterday wa fun got a new tv and embarked on quite an adventure mounting it long story short if you want to hide wire always check for a fire block and just try to get the top http www instagram com p bqlcmezg9c1 utm source ig twitter share igshid 1jodbzourdfze,0
"Lady time, meat on fire, and fun sunglasses with @emuelle7 #kbbq #ktown #spicy #magic #girls @Bak Kung https://www.instagram.com/p/Bqla6DYneGC/?utm_source=ig_twitter_share&igshid=mxykouafy7b1 …",KungPaoKimmie,Sun Nov 25 01:21:54 +0000 2018,#kbbq #ktown #spicy #magic #girls,lady time meat on fire and fun sunglass with #kbbq #ktown #spicy #magic #girls kung http www instagram com p bqla6dynegc utm source ig twitter share igshid mxykouafy7b1,0
"Nice sunset in the hood. The fires are out after the rain we had in Southern California. @Simi Valley, California https://www.instagram.com/p/BqlaX0chCz1/?utm_source=ig_twitter_share&igshid=t94urkiggdyv …",ojeffo,Sun Nov 25 01:17:15 +0000 2018,,nice sunset in the hood the fire are out after the rain we had in southern california valley california http www instagram com p bqlax0chcz1 utm source ig twitter share igshid t94urkiggdyv,0
Before we have dinner for Thanksgiving we have to take time to appreciate our first responders always. Popped by our local Walnut Sheriff station and Los Angeles County Fire Battalion 19… https://www.instagram.com/p/BqlLL9nAJG7/?utm_source=ig_twitter_share&igshid=1utafq3tv7ydn …,MarinaLC21,Sat Nov 24 23:05:41 +0000 2018,,before we have dinner for thanksgiving we have to take time to appreciate our first responder always popped by our local walnut sheriff station and los angeles county fire battalion 19 http www instagram com p bqlll9najg7 utm source ig twitter share igshid 1utafq3tv7ydn,0
"#FireFighterTwerkChallenge #AllBootiesMatter Here! Lets See What Y’all Got! Song “Fire Fighter” By @kingkollision , @YoungScratt & @youngsmurfs ! LINK IN BIO!!… https://www.instagram.com/kingk_of_l.o.e/p/BqlGMf8B4Wq/?utm_source=ig_twitter_share&igshid=1obbqi2fmm72j …",kingkollision,Sat Nov 24 22:25:10 +0000 2018,#FireFighterTwerkChallenge #AllBootiesMatter,#firefightertwerkchallenge #allbootiesmatter here let see what y all got song fire fighter by link in bio http www instagram com kingk of l o e p bqlgmf8b4wq utm source ig twitter share igshid 1obbqi2fmm72j,0
"The most beautiful Thanksgiving I have ever had! I have never volunteered on a holiday before but seeing what these fires have done, me & @katieannfish wanted to find a way to cook and… https://www.instagram.com/p/Bqk99apFZrS/?utm_source=ig_twitter_share&igshid=1anbu4e2u2cw …",desivalentine,Sat Nov 24 21:08:58 +0000 2018,,the most beautiful thanksgiving i have ever had i have never volunteered on a holiday before but seeing what these fire have done me wanted to find a way to cook and http www instagram com p bqk99apfzrs utm source ig twitter share igshid 1anbu4e2u2cw,0
Nessuno impara da una Chernobyl la natura qui si vendica come in Kill Bill. Umanitah! 06/12/2018 #chernobyl #nature #natura #killbill #fire #firefighters #losangeles #red #climatechange… https://www.instagram.com/p/BqkqBLnl8_g/?utm_source=ig_twitter_share&igshid=17umbr76gx2pz …,Devir777,Sat Nov 24 18:15:07 +0000 2018,#chernobyl #nature #natura #killbill #fire #firefighters #losangeles #red #climatechange,nessuno impara da una chernobyl la natura qui si vendica come in kill bill umanitah 06 12 2018 #chernobyl #nature #natura #killbill #fire #firefighters #losangeles #red #climatechange http www instagram com p bqkqblnl8 g utm source ig twitter share igshid 17umbr76gx2pz,0
"~•it’s our passion that sets our soul on fire•~ #passion #amore #soul #love #amore #artist #creative #sunset #palmtrees #iphonesia @Santa Monica, California https://www.instagram.com/p/BqjOgxBFv9j/?utm_source=ig_twitter_share&igshid=h70zpp4yx1xs …",mdesigner1,Sat Nov 24 04:56:05 +0000 2018,#passion #amore #soul #love #amore #artist #creative #sunset #palmtrees #iphonesia,it s our passion that set our soul on fire #passion #amore #soul #love #amore #artist #creative #sunset #palmtrees #iphonesia monica california http www instagram com p bqjogxbfv9j utm source ig twitter share igshid h70zpp4yx1xs,0
"Dinner with the ladies @TheStonehaus ~ a tri tip panini and a glass of the house Cabernet by the fire (@The Stonehaus in Westlake Village, CA) https://www.swarmapp.com/c/16uEzKCWeaA pic.twitter.com/fxaMZKrID4",FrankMullens,Sat Nov 24 04:25:08 +0000 2018,,dinner with the lady a tri tip panini and a glass of the house cabernet by the fire stonehaus in westlake village ca http www swarmapp com c 16uezkcweaa pic twitter com fxamzkrid4,0
My friend arikahan is doing this fundraiser tomorrow at mainlandpokeshop ... trying to do his part to help those who are in need as a result of these crazy fires... get out there and eat… https://www.instagram.com/p/BqjEk_rA5XU/?utm_source=ig_twitter_share&igshid=1t5nu1tuek01j …,JKnifeImports,Sat Nov 24 03:28:20 +0000 2018,,my friend arikahan is doing this fundraiser tomorrow at mainlandpokeshop trying to do his part to help those who are in need a a result of these crazy fire get out there and eat http www instagram com p bqjek ra5xu utm source ig twitter share igshid 1t5nu1tuek01j,0
"Some pics from this mornings fire on 38th st. #lafdsouth #lafd #structurefire losangelesfiredepartment @chief_miller @firemensrelief @FFs_Daily @lafdfoundation @South Los Angeles,… https://www.instagram.com/p/BqjCaVdlate/?utm_source=ig_twitter_share&igshid=1kowyle1f34ti …",ypdc,Sat Nov 24 03:12:54 +0000 2018,#lafdsouth #lafd #structurefire,some pic from this morning fire on 38th st #lafdsouth #lafd #structurefire losangelesfiredepartment los angeles http www instagram com p bqjcavdlate utm source ig twitter share igshid 1kowyle1f34ti,0
My Friend @antromo preaching fire “God’s Plan is Better then My Plan”. #apocon2018 @Long Beach Convention and Entertainment Center https://www.instagram.com/p/BqjBnJgAdLQ/?utm_source=ig_twitter_share&igshid=hwkblqrur3vr …,revcortez,Sat Nov 24 03:06:07 +0000 2018,#apocon2018,my friend preaching fire god s plan is better then my plan #apocon2018 beach convention and entertainment center http www instagram com p bqjbnjgadlq utm source ig twitter share igshid hwkblqrur3vr,0
That some fire. #cannabis #420 #710 #hash #marijuana #stoner #pothead #hightimes #highlife #weed #dab #pothead #losangeles #haciendaheights #california #flex #trap #homeless #epilepsy @… https://www.instagram.com/p/BqjAIVwhLm1/?utm_source=ig_twitter_share&igshid=d0w6utw9cju0 …,YOFATSOwhysosad,Sat Nov 24 02:51:40 +0000 2018,#cannabis #420 #710 #hash #marijuana #stoner #pothead #hightimes #highlife #weed #dab #pothead #losangeles #haciendaheights #california #flex #trap #homeless #epilepsy,that some fire #cannabis #420 #710 #hash #marijuana #stoner #pothead #hightimes #highlife #weed #dab #pothead #losangeles #haciendaheights #california #flex #trap #homeless #epilepsy http www instagram com p bqjaivwhlm1 utm source ig twitter share igshid d0w6utw9cju0,0
